PYROEXPORT HEADER
RootFile,/Users/hperrey/TaggedNeutrons/Data/Data642.root
HistTitle,TDC c1_5_0
XAxis,
YAxis,
NBins,2048
DATA
lower bin edge,bin content,bin error
345.0,2.0,1.4142135623730951
346.0,1.0,1.0
347.0,3.0,1.7320508075688772
348.0,1.0,1.0
349.0,2.0,1.4142135623730951
350.0,1.0,1.0
351.0,2.0,1.4142135623730951
352.0,1.0,1.0
353.0,4.0,2.0
354.0,2.0,1.4142135623730951
355.0,2.0,1.4142135623730951
356.0,3.0,1.7320508075688772
357.0,3.0,1.7320508075688772
358.0,6.0,2.449489742783178
359.0,2.0,1.4142135623730951
360.0,2.0,1.4142135623730951
361.0,1.0,1.0
362.0,4.0,2.0
363.0,0.0,0.0
364.0,4.0,2.0
365.0,0.0,0.0
366.0,1.0,1.0
367.0,2.0,1.4142135623730951
368.0,0.0,0.0
369.0,1.0,1.0
370.0,3.0,1.7320508075688772
371.0,5.0,2.23606797749979
372.0,3.0,1.7320508075688772
373.0,2.0,1.4142135623730951
374.0,2.0,1.4142135623730951
375.0,3.0,1.7320508075688772
376.0,1.0,1.0
377.0,4.0,2.0
378.0,3.0,1.7320508075688772
379.0,3.0,1.7320508075688772
380.0,1.0,1.0
381.0,1.0,1.0
382.0,2.0,1.4142135623730951
383.0,3.0,1.7320508075688772
384.0,1.0,1.0
385.0,4.0,2.0
386.0,2.0,1.4142135623730951
387.0,2.0,1.4142135623730951
388.0,2.0,1.4142135623730951
389.0,4.0,2.0
390.0,3.0,1.7320508075688772
391.0,0.0,0.0
392.0,3.0,1.7320508075688772
393.0,1.0,1.0
394.0,2.0,1.4142135623730951
395.0,2.0,1.4142135623730951
396.0,0.0,0.0
397.0,3.0,1.7320508075688772
398.0,2.0,1.4142135623730951
399.0,3.0,1.7320508075688772
400.0,3.0,1.7320508075688772
401.0,0.0,0.0
402.0,5.0,2.23606797749979
403.0,3.0,1.7320508075688772
404.0,5.0,2.23606797749979
405.0,1.0,1.0
406.0,1.0,1.0
407.0,1.0,1.0
408.0,8.0,2.8284271247461903
409.0,1.0,1.0
410.0,2.0,1.4142135623730951
411.0,3.0,1.7320508075688772
412.0,3.0,1.7320508075688772
413.0,1.0,1.0
414.0,1.0,1.0
415.0,3.0,1.7320508075688772
416.0,1.0,1.0
417.0,3.0,1.7320508075688772
418.0,3.0,1.7320508075688772
419.0,4.0,2.0
420.0,2.0,1.4142135623730951
421.0,3.0,1.7320508075688772
422.0,2.0,1.4142135623730951
423.0,1.0,1.0
424.0,3.0,1.7320508075688772
425.0,3.0,1.7320508075688772
426.0,1.0,1.0
427.0,1.0,1.0
428.0,0.0,0.0
429.0,2.0,1.4142135623730951
430.0,2.0,1.4142135623730951
431.0,2.0,1.4142135623730951
432.0,2.0,1.4142135623730951
433.0,5.0,2.23606797749979
434.0,2.0,1.4142135623730951
435.0,2.0,1.4142135623730951
436.0,1.0,1.0
437.0,0.0,0.0
438.0,1.0,1.0
439.0,0.0,0.0
440.0,3.0,1.7320508075688772
441.0,3.0,1.7320508075688772
442.0,3.0,1.7320508075688772
443.0,3.0,1.7320508075688772
444.0,3.0,1.7320508075688772
445.0,2.0,1.4142135623730951
446.0,2.0,1.4142135623730951
447.0,1.0,1.0
448.0,1.0,1.0
449.0,1.0,1.0
450.0,2.0,1.4142135623730951
451.0,3.0,1.7320508075688772
452.0,2.0,1.4142135623730951
453.0,5.0,2.23606797749979
454.0,1.0,1.0
455.0,1.0,1.0
456.0,5.0,2.23606797749979
457.0,3.0,1.7320508075688772
458.0,2.0,1.4142135623730951
459.0,1.0,1.0
460.0,3.0,1.7320508075688772
461.0,3.0,1.7320508075688772
462.0,4.0,2.0
463.0,2.0,1.4142135623730951
464.0,2.0,1.4142135623730951
465.0,2.0,1.4142135623730951
466.0,2.0,1.4142135623730951
467.0,2.0,1.4142135623730951
468.0,0.0,0.0
469.0,1.0,1.0
470.0,3.0,1.7320508075688772
471.0,1.0,1.0
472.0,1.0,1.0
473.0,3.0,1.7320508075688772
474.0,6.0,2.449489742783178
475.0,2.0,1.4142135623730951
476.0,1.0,1.0
477.0,4.0,2.0
478.0,1.0,1.0
479.0,4.0,2.0
480.0,2.0,1.4142135623730951
481.0,4.0,2.0
482.0,2.0,1.4142135623730951
483.0,3.0,1.7320508075688772
484.0,0.0,0.0
485.0,3.0,1.7320508075688772
486.0,4.0,2.0
487.0,0.0,0.0
488.0,5.0,2.23606797749979
489.0,1.0,1.0
490.0,5.0,2.23606797749979
491.0,2.0,1.4142135623730951
492.0,1.0,1.0
493.0,1.0,1.0
494.0,4.0,2.0
495.0,1.0,1.0
496.0,1.0,1.0
497.0,1.0,1.0
498.0,1.0,1.0
499.0,2.0,1.4142135623730951
500.0,3.0,1.7320508075688772
501.0,0.0,0.0
502.0,0.0,0.0
503.0,3.0,1.7320508075688772
504.0,1.0,1.0
505.0,0.0,0.0
506.0,3.0,1.7320508075688772
507.0,3.0,1.7320508075688772
508.0,2.0,1.4142135623730951
509.0,2.0,1.4142135623730951
510.0,2.0,1.4142135623730951
511.0,3.0,1.7320508075688772
512.0,3.0,1.7320508075688772
513.0,2.0,1.4142135623730951
514.0,0.0,0.0
515.0,1.0,1.0
516.0,3.0,1.7320508075688772
517.0,2.0,1.4142135623730951
518.0,2.0,1.4142135623730951
519.0,1.0,1.0
520.0,2.0,1.4142135623730951
521.0,2.0,1.4142135623730951
522.0,0.0,0.0
523.0,3.0,1.7320508075688772
524.0,2.0,1.4142135623730951
525.0,0.0,0.0
526.0,4.0,2.0
527.0,2.0,1.4142135623730951
528.0,1.0,1.0
529.0,2.0,1.4142135623730951
530.0,1.0,1.0
531.0,1.0,1.0
532.0,3.0,1.7320508075688772
533.0,0.0,0.0
534.0,1.0,1.0
535.0,3.0,1.7320508075688772
536.0,2.0,1.4142135623730951
537.0,3.0,1.7320508075688772
538.0,6.0,2.449489742783178
539.0,2.0,1.4142135623730951
540.0,0.0,0.0
541.0,4.0,2.0
542.0,0.0,0.0
543.0,2.0,1.4142135623730951
544.0,1.0,1.0
545.0,2.0,1.4142135623730951
546.0,3.0,1.7320508075688772
547.0,4.0,2.0
548.0,2.0,1.4142135623730951
549.0,3.0,1.7320508075688772
550.0,1.0,1.0
551.0,2.0,1.4142135623730951
552.0,0.0,0.0
553.0,2.0,1.4142135623730951
554.0,2.0,1.4142135623730951
555.0,1.0,1.0
556.0,3.0,1.7320508075688772
557.0,0.0,0.0
558.0,1.0,1.0
559.0,0.0,0.0
560.0,4.0,2.0
561.0,2.0,1.4142135623730951
562.0,2.0,1.4142135623730951
563.0,2.0,1.4142135623730951
564.0,3.0,1.7320508075688772
565.0,1.0,1.0
566.0,2.0,1.4142135623730951
567.0,2.0,1.4142135623730951
568.0,1.0,1.0
569.0,1.0,1.0
570.0,3.0,1.7320508075688772
571.0,4.0,2.0
572.0,3.0,1.7320508075688772
573.0,4.0,2.0
574.0,3.0,1.7320508075688772
575.0,1.0,1.0
576.0,1.0,1.0
577.0,0.0,0.0
578.0,0.0,0.0
579.0,3.0,1.7320508075688772
580.0,4.0,2.0
581.0,2.0,1.4142135623730951
582.0,3.0,1.7320508075688772
583.0,2.0,1.4142135623730951
584.0,4.0,2.0
585.0,0.0,0.0
586.0,0.0,0.0
587.0,3.0,1.7320508075688772
588.0,1.0,1.0
589.0,2.0,1.4142135623730951
590.0,4.0,2.0
591.0,2.0,1.4142135623730951
592.0,4.0,2.0
593.0,3.0,1.7320508075688772
594.0,1.0,1.0
595.0,3.0,1.7320508075688772
596.0,4.0,2.0
597.0,0.0,0.0
598.0,2.0,1.4142135623730951
599.0,1.0,1.0
600.0,0.0,0.0
601.0,2.0,1.4142135623730951
602.0,3.0,1.7320508075688772
603.0,5.0,2.23606797749979
604.0,3.0,1.7320508075688772
605.0,2.0,1.4142135623730951
606.0,1.0,1.0
607.0,2.0,1.4142135623730951
608.0,0.0,0.0
609.0,0.0,0.0
610.0,0.0,0.0
611.0,3.0,1.7320508075688772
612.0,1.0,1.0
613.0,2.0,1.4142135623730951
614.0,1.0,1.0
615.0,2.0,1.4142135623730951
616.0,4.0,2.0
617.0,0.0,0.0
618.0,3.0,1.7320508075688772
619.0,4.0,2.0
620.0,4.0,2.0
621.0,2.0,1.4142135623730951
622.0,0.0,0.0
623.0,3.0,1.7320508075688772
624.0,1.0,1.0
625.0,5.0,2.23606797749979
626.0,3.0,1.7320508075688772
627.0,2.0,1.4142135623730951
628.0,3.0,1.7320508075688772
629.0,3.0,1.7320508075688772
630.0,1.0,1.0
631.0,1.0,1.0
632.0,2.0,1.4142135623730951
633.0,1.0,1.0
634.0,2.0,1.4142135623730951
635.0,1.0,1.0
636.0,3.0,1.7320508075688772
637.0,3.0,1.7320508075688772
638.0,1.0,1.0
639.0,3.0,1.7320508075688772
640.0,5.0,2.23606797749979
641.0,1.0,1.0
642.0,4.0,2.0
643.0,2.0,1.4142135623730951
644.0,3.0,1.7320508075688772
645.0,3.0,1.7320508075688772
646.0,1.0,1.0
647.0,2.0,1.4142135623730951
648.0,0.0,0.0
649.0,2.0,1.4142135623730951
650.0,4.0,2.0
651.0,4.0,2.0
652.0,0.0,0.0
653.0,2.0,1.4142135623730951
654.0,0.0,0.0
655.0,4.0,2.0
656.0,5.0,2.23606797749979
657.0,2.0,1.4142135623730951
658.0,0.0,0.0
659.0,0.0,0.0
660.0,2.0,1.4142135623730951
661.0,2.0,1.4142135623730951
662.0,6.0,2.449489742783178
663.0,0.0,0.0
664.0,2.0,1.4142135623730951
665.0,3.0,1.7320508075688772
666.0,2.0,1.4142135623730951
667.0,5.0,2.23606797749979
668.0,4.0,2.0
669.0,0.0,0.0
670.0,2.0,1.4142135623730951
671.0,2.0,1.4142135623730951
672.0,3.0,1.7320508075688772
673.0,3.0,1.7320508075688772
674.0,1.0,1.0
675.0,2.0,1.4142135623730951
676.0,1.0,1.0
677.0,3.0,1.7320508075688772
678.0,2.0,1.4142135623730951
679.0,2.0,1.4142135623730951
680.0,1.0,1.0
681.0,2.0,1.4142135623730951
682.0,2.0,1.4142135623730951
683.0,2.0,1.4142135623730951
684.0,0.0,0.0
685.0,5.0,2.23606797749979
686.0,1.0,1.0
687.0,3.0,1.7320508075688772
688.0,4.0,2.0
689.0,2.0,1.4142135623730951
690.0,0.0,0.0
691.0,2.0,1.4142135623730951
692.0,2.0,1.4142135623730951
693.0,0.0,0.0
694.0,3.0,1.7320508075688772
695.0,2.0,1.4142135623730951
696.0,0.0,0.0
697.0,2.0,1.4142135623730951
698.0,3.0,1.7320508075688772
699.0,4.0,2.0
700.0,3.0,1.7320508075688772
701.0,0.0,0.0
702.0,3.0,1.7320508075688772
703.0,1.0,1.0
704.0,5.0,2.23606797749979
705.0,3.0,1.7320508075688772
706.0,1.0,1.0
707.0,0.0,0.0
708.0,3.0,1.7320508075688772
709.0,4.0,2.0
710.0,3.0,1.7320508075688772
711.0,2.0,1.4142135623730951
712.0,1.0,1.0
713.0,2.0,1.4142135623730951
714.0,2.0,1.4142135623730951
715.0,1.0,1.0
716.0,0.0,0.0
717.0,2.0,1.4142135623730951
718.0,0.0,0.0
719.0,1.0,1.0
720.0,2.0,1.4142135623730951
721.0,2.0,1.4142135623730951
722.0,2.0,1.4142135623730951
723.0,0.0,0.0
724.0,0.0,0.0
725.0,1.0,1.0
726.0,7.0,2.6457513110645907
727.0,0.0,0.0
728.0,7.0,2.6457513110645907
729.0,0.0,0.0
730.0,0.0,0.0
731.0,2.0,1.4142135623730951
732.0,1.0,1.0
733.0,1.0,1.0
734.0,1.0,1.0
735.0,5.0,2.23606797749979
736.0,3.0,1.7320508075688772
737.0,0.0,0.0
738.0,4.0,2.0
739.0,4.0,2.0
740.0,5.0,2.23606797749979
741.0,5.0,2.23606797749979
742.0,3.0,1.7320508075688772
743.0,2.0,1.4142135623730951
744.0,2.0,1.4142135623730951
745.0,1.0,1.0
746.0,1.0,1.0
747.0,4.0,2.0
748.0,2.0,1.4142135623730951
749.0,4.0,2.0
750.0,4.0,2.0
751.0,2.0,1.4142135623730951
752.0,2.0,1.4142135623730951
753.0,1.0,1.0
754.0,2.0,1.4142135623730951
755.0,2.0,1.4142135623730951
756.0,3.0,1.7320508075688772
757.0,3.0,1.7320508075688772
758.0,5.0,2.23606797749979
759.0,4.0,2.0
760.0,4.0,2.0
761.0,1.0,1.0
762.0,1.0,1.0
763.0,2.0,1.4142135623730951
764.0,2.0,1.4142135623730951
765.0,2.0,1.4142135623730951
766.0,0.0,0.0
767.0,0.0,0.0
768.0,2.0,1.4142135623730951
769.0,2.0,1.4142135623730951
770.0,3.0,1.7320508075688772
771.0,3.0,1.7320508075688772
772.0,3.0,1.7320508075688772
773.0,4.0,2.0
774.0,0.0,0.0
775.0,1.0,1.0
776.0,2.0,1.4142135623730951
777.0,0.0,0.0
778.0,2.0,1.4142135623730951
779.0,2.0,1.4142135623730951
780.0,3.0,1.7320508075688772
781.0,1.0,1.0
782.0,0.0,0.0
783.0,5.0,2.23606797749979
784.0,3.0,1.7320508075688772
785.0,2.0,1.4142135623730951
786.0,6.0,2.449489742783178
787.0,2.0,1.4142135623730951
788.0,2.0,1.4142135623730951
789.0,1.0,1.0
790.0,3.0,1.7320508075688772
791.0,3.0,1.7320508075688772
792.0,2.0,1.4142135623730951
793.0,0.0,0.0
794.0,2.0,1.4142135623730951
795.0,0.0,0.0
796.0,2.0,1.4142135623730951
797.0,1.0,1.0
798.0,1.0,1.0
799.0,1.0,1.0
800.0,2.0,1.4142135623730951
801.0,6.0,2.449489742783178
802.0,5.0,2.23606797749979
803.0,2.0,1.4142135623730951
804.0,0.0,0.0
805.0,4.0,2.0
806.0,2.0,1.4142135623730951
807.0,2.0,1.4142135623730951
808.0,0.0,0.0
809.0,6.0,2.449489742783178
810.0,3.0,1.7320508075688772
811.0,3.0,1.7320508075688772
812.0,3.0,1.7320508075688772
813.0,2.0,1.4142135623730951
814.0,3.0,1.7320508075688772
815.0,1.0,1.0
816.0,0.0,0.0
817.0,2.0,1.4142135623730951
818.0,1.0,1.0
819.0,2.0,1.4142135623730951
820.0,1.0,1.0
821.0,2.0,1.4142135623730951
822.0,2.0,1.4142135623730951
823.0,3.0,1.7320508075688772
824.0,0.0,0.0
825.0,2.0,1.4142135623730951
826.0,2.0,1.4142135623730951
827.0,4.0,2.0
828.0,1.0,1.0
829.0,2.0,1.4142135623730951
830.0,3.0,1.7320508075688772
831.0,1.0,1.0
832.0,1.0,1.0
833.0,2.0,1.4142135623730951
834.0,4.0,2.0
835.0,0.0,0.0
836.0,2.0,1.4142135623730951
837.0,4.0,2.0
838.0,3.0,1.7320508075688772
839.0,3.0,1.7320508075688772
840.0,1.0,1.0
841.0,3.0,1.7320508075688772
842.0,5.0,2.23606797749979
843.0,2.0,1.4142135623730951
844.0,3.0,1.7320508075688772
845.0,2.0,1.4142135623730951
846.0,2.0,1.4142135623730951
847.0,3.0,1.7320508075688772
848.0,0.0,0.0
849.0,3.0,1.7320508075688772
850.0,1.0,1.0
851.0,5.0,2.23606797749979
852.0,1.0,1.0
853.0,6.0,2.449489742783178
854.0,2.0,1.4142135623730951
855.0,2.0,1.4142135623730951
856.0,6.0,2.449489742783178
857.0,3.0,1.7320508075688772
858.0,0.0,0.0
859.0,0.0,0.0
860.0,2.0,1.4142135623730951
861.0,2.0,1.4142135623730951
862.0,0.0,0.0
863.0,2.0,1.4142135623730951
864.0,3.0,1.7320508075688772
865.0,1.0,1.0
866.0,3.0,1.7320508075688772
867.0,2.0,1.4142135623730951
868.0,1.0,1.0
869.0,2.0,1.4142135623730951
870.0,2.0,1.4142135623730951
871.0,3.0,1.7320508075688772
872.0,2.0,1.4142135623730951
873.0,1.0,1.0
874.0,1.0,1.0
875.0,0.0,0.0
876.0,0.0,0.0
877.0,0.0,0.0
878.0,0.0,0.0
879.0,2.0,1.4142135623730951
880.0,1.0,1.0
881.0,2.0,1.4142135623730951
882.0,4.0,2.0
883.0,3.0,1.7320508075688772
884.0,3.0,1.7320508075688772
885.0,1.0,1.0
886.0,2.0,1.4142135623730951
887.0,2.0,1.4142135623730951
888.0,4.0,2.0
889.0,2.0,1.4142135623730951
890.0,2.0,1.4142135623730951
891.0,5.0,2.23606797749979
892.0,2.0,1.4142135623730951
893.0,6.0,2.449489742783178
894.0,2.0,1.4142135623730951
895.0,1.0,1.0
896.0,2.0,1.4142135623730951
897.0,4.0,2.0
898.0,1.0,1.0
899.0,2.0,1.4142135623730951
900.0,3.0,1.7320508075688772
901.0,4.0,2.0
902.0,2.0,1.4142135623730951
903.0,1.0,1.0
904.0,1.0,1.0
905.0,4.0,2.0
906.0,1.0,1.0
907.0,3.0,1.7320508075688772
908.0,1.0,1.0
909.0,2.0,1.4142135623730951
910.0,1.0,1.0
911.0,1.0,1.0
912.0,2.0,1.4142135623730951
913.0,2.0,1.4142135623730951
914.0,1.0,1.0
915.0,2.0,1.4142135623730951
916.0,2.0,1.4142135623730951
917.0,2.0,1.4142135623730951
918.0,1.0,1.0
919.0,0.0,0.0
920.0,2.0,1.4142135623730951
921.0,3.0,1.7320508075688772
922.0,2.0,1.4142135623730951
923.0,0.0,0.0
924.0,3.0,1.7320508075688772
925.0,1.0,1.0
926.0,2.0,1.4142135623730951
927.0,2.0,1.4142135623730951
928.0,2.0,1.4142135623730951
929.0,1.0,1.0
